city,province,activity,spots
Welland,Ontario,Camping,"['Rolley Lake Provincial Park', 'Montague Provincial Campground (K2 Park Service)', 'Campnab', 'Dogwood Campgrounds & RV Park', 'Bishop Creek Marine Campground']"
Welland,Ontario,Fishing,"['Deer Lake Park', 'Fishing dock', 'CRAB Park', 'Rolley Lake Provincial Park', 'Capilano River Hatchery']"
Welland,Ontario,River Rafting,"['Glacier Guides and Montana Raft', 'Osprey Rafting Company', 'Northern Rockies Adventures']"
West Nipissing,Ontario,Canoeing,"['Tofino Sea Kayaking', 'Seaward Kayaks', 'Vancouver Seawall', 'Gulf Island Kayaking', 'Pedals & Paddles', 'Banff Canoe Club']"
West Nipissing,Ontario,River Rafting,"['Orion River Rafting', 'Glacier Guides and Montana Raft', 'Squamish Rafting Company', 'Triad River Tours', 'Chilliwack River Rafting', 'Alpine Adventures', 'Outdoor Adventure Center', 'Hydra River Guides']"
West Nipissing,Ontario,Horse-riding,"['Inspire horsemanship', 'Valle Vista Stables', 'Hidden Trails Ltd', 'Conestogo River Horseback Adventures']"
West Nipissing,Ontario,Mountaineering,"['Mt Thom Park', 'Hiking trails & scenic valley views']"
Windsor,Ontario,Hiking/Trekking,"['Central Valley Greenway', 'Burnaby lake']"
Windsor,Ontario,Rock Climbing,"[""Clip 'n Climb Vancouver"", 'The Hive Heights', 'Thompson community bouldering', 'Bomber Climbing', 'Vancouver Mountain Guides']"
Windsor,Ontario,Mountaineering,"['Vancouver Mountain Guides', 'Cabin Lake', 'Grouse Grind Trail', 'Woodland Falls', 'Hiking trails & scenic valley views']"
Windsor,Ontario,Picnic,"['Confederation Park Picnic Areas', 'Covered Area', 'Prospect Point Picnic Area', 'Picnic point', 'Barnet Marine Park Picnic Areas', 'Central Park Picnic Areas', 'Hume Park']"
Windsor,Ontario,Canoeing,"['Northshore Kayaking', 'Bowron Lake Provincial Park', 'Kanaka Creek Regional Park', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Wildcoast Adventures', 'Majestic Ocean Kayaking']"
Woodstock,Ontario,Canoeing,"['Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Banff Canoe Club', 'Majestic Ocean Kayaking', 'Creekside Kayaks at Dragon Boat BC']"
Woodstock,Ontario,Boating,"['2nd Launch boat', 'Heather Civic Marina', ""Gord's boat"", 'Rocky Point Public Boat Launch', 'Cooper Boating', 'Ambleside Park | West Vancouver', 'Crescent Beach Marina', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Burnaby Fraser Foreshore Park']"
Woodstock,Ontario,Rock Climbing,"['Thompson community bouldering', 'Climb Away', 'Ground Up Climbing Centre', 'Climb Base5 (Coquitlam)', 'The Hive Heights', 'Climb Base5 (North Vancouver)', 'The Hive Climbing and Fitness']"
Woodstock,Ontario,Camping,"['Muskrat Meadow Outdoor Group Campsite', 'Bishop Creek Marine Campground', 'Porteau Cove Campground', 'Anmore Camp & RV Park', ""Girl Guides of Canada - Woodward's Landing Campground""]"
Woodstock,Ontario,Cycling,"['Union Street Cycle', 'Burnaby Mountain Bike Skills Facility', 'Reckless Shipyards: eBikes, Skis & More!', ""Cap's Bicycle Shop"", 'Bert Flinn Park']"
Woodstock,Ontario,Cherry Blossom Viewing,"['Minoru Park', 'Cherry Blossom Avenue']"
York,Ontario,Beach,"['Maple Beach', 'Sunset Beach Park', 'Jug Island Beach', 'Buntzen Lake North Beach', 'Second Beach']"
York,Ontario,Rock Climbing,"['Project Climbing Cloverdale', 'Bomber Climbing', 'Vancouver Mountain Guides', ""Clip 'n Climb Vancouver""]"
York,Ontario,Picnic,"['Covered Area', 'Picnic Area', 'Prospect Point Picnic Area']"
York,Ontario,Mountaineering,"['Crown Mountain', 'Woodland Falls', 'Cabin Lake', 'Ammonite Falls', 'Kennedy Falls']"
Borden,Prince Edward Island,Skiing/Snowboarding,"['Fortress Ski Area', 'Mount Cain Alpine Park', 'SilverStar Mountain Resort', 'Grouse Mountain', 'Big White Ski Resort', 'Revelstoke Mountain Resort']"
Borden,Prince Edward Island,Picnic,"['Picnic Pavilion', 'Rocky Point Picnic Shelter']"
Borden,Prince Edward Island,Canoeing,"['Majestic Ocean Kayaking', 'Pedals & Paddles', 'Spirit of the West Adventures']"
Borden,Prince Edward Island,Cycling,"['Willingdon Linear Park', 'Bert Flinn Park', 'Van City Bikes and Skis', 'Yes Cycle Bike Rental', 'Burnaby Mountain Bike Skills Facility', 'Great Explorations', 'Tynehead Regional Park', 'Velo Star Cafe', 'Steed Cycles']"
Cavendish,Prince Edward Island,Canoeing,"['Kanaka Creek Regional Park', 'Creekside Kayaks at Dragon Boat BC', 'Say Nuth Khaw Yum Provincial Park', 'Seaward Kayaks', 'Pedals & Paddles']"
Cavendish,Prince Edward Island,Camping,"['BC Hydro Stave Falls Lodge and Campsite', 'Bishop Creek Marine Campground', 'Dogwood Campgrounds & RV Park', 'Campertunity', 'Porteau Cove Campground', 'Muskrat Meadow Outdoor Group Campsite', 'Anmore Camp & RV Park', 'Capilano River RV Park']"
Cavendish,Prince Edward Island,River Rafting,"['Outdoor Adventure Center', 'River Drifters - White Salmon River Rafting', 'Winding Waters River Expeditions', 'Pangaea River Rafting | Missoula Whitewater Rafting', 'Kumsheen Rafting Resort', 'Alpine Adventures', 'Northern Rockies Adventures', 'Chilliwack River Rafting']"
Cavendish,Prince Edward Island,Skiing/Snowboarding,"['Sun Peaks Resort', 'Whistler Blackcomb']"
Cavendish,Prince Edward Island,Picnic,"['Picnic point', 'Jack`s Burn picnic area', 'Rocky Point Picnic Shelter', 'Prospect Point Picnic Area', 'Hume Park', 'Locarno Beach Picnic Site', 'Bambi Picnic Vancouver', 'Burnaby Fraser Foreshore Park', 'Guelph Park']"
Charlottetown,Prince Edward Island,Cycling,"['Kissing Crows Cyclery', 'Cycle City Bike Shop & Repairs', 'Reckless Shipyards: eBikes, Skis & More!', 'Burnaby Velodrome Club']"
Charlottetown,Prince Edward Island,Boating,"['Rocky Point Public Boat Launch', 'Granville Island Boat Rentals', 'Ambleside Park | West Vancouver', 'Heather Civic Marina', 'BURNABY SAILING ASSOCIATION - Barnet Marine Park']"
Charlottetown,Prince Edward Island,Swimming,"['C.G. Brown Memorial Pool', 'RONA Coquitlam (Austin)', 'City Centre Aquatic Complex', 'MacPherson Outdoor Pool', 'Lord Byng Pool & Fitness Centre', 'SFU Aquatic Centre', 'Blue Mountain Wading Pool']"
Charlottetown,Prince Edward Island,Beach,"['New Brighton Beach', 'Beach denj', 'Anette Beach']"
Souris,Prince Edward Island,Swimming,"['Renfrew Park Pool', 'Second Beach Swimming Pool', 'Kensington Park Outdoor Pool', 'C.G. Brown Memorial Pool', 'Wading Pool', 'MacPherson Outdoor Pool']"
Souris,Prince Edward Island,Cycling,"['Bikes For All', 'Union Street Cycle', 'Steed Cycles']"
Souris,Prince Edward Island,Hiking/Trekking,"['Burnaby Mountain Urban Trail', 'Burnaby Mountain Conservation Area']"
Souris,Prince Edward Island,Beach,"['English Bay Beach', 'Dundarave Beach', 'Third Beach', 'Maple Beach', 'Pebbly Beach', 'New Brighton Beach', 'Trout Lake Beach', 'White Pine Beach']"
Summerside,Prince Edward Island,Cherry Blossom Viewing,"['Nikkei National Museum & Cultural Centre', 'Minoru Park', 'Cherry Blossom Intersection', 'Mount Pleasant Park', 'Prince Edward Park']"
Summerside,Prince Edward Island,Cycling,"['Yes Cycle Bike Rental', 'Burnaby Velodrome Club', 'Coal Harbour Bike Rental']"
Summerside,Prince Edward Island,Beach,"['New Brighton Beach', 'English Bay Beach', 'Maple Beach']"
Asbestos,Quebec,Mountaineering,"['Cabin Lake', 'Cheam Peak', 'Hiking trails & scenic valley views', 'Grouse Grind Trail']"
Asbestos,Quebec,Picnic,"['Covered Area', 'Rocky Point Picnic Shelter', 'Prospect Point Picnic Area', 'Guelph Park', 'Locarno Beach Picnic Site', 'Picnic Pavilion']"
Asbestos,Quebec,Canoeing,"['Creekside Kayaks at Dragon Boat BC', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Say Nuth Khaw Yum Provincial Park', 'Banff Canoe Club', 'Whytecliff Park | West Vancouver', 'Gulf Island Kayaking', 'Northshore Kayaking']"
Baie-Comeau,Quebec,Skiing/Snowboarding,"['Whitecap Alpine', 'Whistler Blackcomb', 'Mount Cain Alpine Park', 'Fortress Ski Area', 'Cypress Mountain', 'Mt Seymour Resort']"
Baie-Comeau,Quebec,Cherry Blossom Viewing,"['Cherry Blossom Avenue', 'Jean Beaty Park', 'UBC Botanical Garden', 'Queen Elizabeth Park', 'Andy Livingstone Park', 'Sunrise Park', 'John Hendry Park (Trout Lake Park)']"
Baie-Comeau,Quebec,Rock Climbing,"['The Hive Bouldering Gym', 'The Hive Climbing and Fitness', 'Project Climbing Centre', 'Vancouver Climbers Association', 'The Hive Heights', 'Thompson community bouldering', 'Climb Base5 (Coquitlam)']"
Baie-Comeau,Quebec,Cycling,"['Cycle City Bike Shop & Repairs', 'Yes Cycle Bike Rental', 'Van City Bikes and Skis']"
Beloeil,Quebec,Rock Climbing,"['Coastal Climbing Centre', 'The Hive Climbing and Fitness', 'Project Climbing Cloverdale', 'The Hive Heights', 'Climb Base5 (North Vancouver)', 'Canada West Mountain School']"
Beloeil,Quebec,Fishing,"['Silversides Fishing Adventures', 'Cleveland Dam', 'Kanaka Creek Regional Park', 'Lower Pond', 'Burnaby Fraser Foreshore Park', 'John Hendry Park (Trout Lake Park)']"
Beloeil,Quebec,Horse-riding,"['Banff Trail Riders - Stables', 'Valle Vista Stables', 'Pathways on Pleasure Valley', 'Footnote Farm', 'Saddle Peak Trail Rides', 'Copper Cayuse Outfitters']"
Cap-de-la-Madeleine,Quebec,Picnic,"['Picnic Pavilion', 'Picnic point', 'Prospect Point Picnic Area', 'Covered Area', 'Barnet Marine Park Picnic Areas', 'Burnaby Fraser Foreshore Park Picnic Areas', 'Bambi Picnic Vancouver']"
Cap-de-la-Madeleine,Quebec,Cherry Blossom Viewing,"['Cherry Blossom Avenue', 'Nikkei National Museum & Cultural Centre', 'Vanier Park', 'UBC Botanical Garden', 'Devonian Harbour Park', 'Salsbury Park', 'Cherry Blossom Garden', 'John Hendry Park (Trout Lake Park)', 'Alice Townley Park']"
Cap-de-la-Madeleine,Quebec,River Rafting,"['Triad River Tours', 'River Drifters - White Salmon River Rafting', 'Alpine Adventures', 'Canadian Outback Rafting']"
Cap-de-la-Madeleine,Quebec,Skiing/Snowboarding,"['Mount Timothy Recreational Resort', 'Baldy Mountain Resort', 'Club Intrawest', 'Revelstoke Mountain Resort', 'Cypress Mountain', 'Sun Peaks Resort', 'Fortress Ski Area', 'Grouse Mountain', 'Phoenix Mountain Ski Area']"
Cap-de-la-Madeleine,Quebec,Mountaineering,"['West Lion', 'Vancouver Mountain Guides', 'Capilano Suspension Bridge Park', 'Stanley Park', 'Hiking trails & scenic valley views', 'Woodland Falls', 'Grouse Grind Trail', 'Crown Mountain']"
Cap-de-la-Madeleine,Quebec,Fishing,"['Burnaby Fraser Foreshore Park', 'Lower Pond', 'Cabin Lake', 'Fishing dock']"
Chambly,Quebec,Camping,"['British Columbia Lodging & Campgrounds Association', 'Bishop Creek Marine Campground', 'Montague Provincial Campground (K2 Park Service)', 'Seymour Group Campsite', 'Klahanie Campground', 'Muskrat Meadow Outdoor Group Campsite', 'Dogwood Campgrounds & RV Park', 'Campnab', 'Rolley Lake Provincial Park']"
Chambly,Quebec,Mountaineering,"['Watersprite Lake', 'Woodland Falls', 'West Lion', 'Ammonite Falls', 'Kennedy Falls', 'Crown Mountain', 'Pinecone Burke Provincial Park']"
Chambly,Quebec,Picnic,"['Belcarra Picnic Area', 'Picnic point', 'Burnaby Fraser Foreshore Park Picnic Areas', 'Mundy Park Picnic Shelter']"
Chambly,Quebec,Canoeing,"['Banff Canoe Club', 'Gulf Island Kayaking', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'North Island Kayak', 'Kanaka Creek Regional Park']"
Charlesbourg,Quebec,Canoeing,"['Wildcoast Adventures', 'Gulf Island Kayaking', 'Banff Canoe Club', 'Bowron Lake Provincial Park']"
Charlesbourg,Quebec,Beach,"['Spanish Banks Beach Park', 'Parkside Beach', 'Pebbly Beach', 'English Bay Beach', 'Trout Lake Beach', 'Dundarave Beach', 'Maple Beach', 'Second Beach']"
Charlesbourg,Quebec,Hiking/Trekking,"['South Side Trail', 'Baden Powell Trail', 'West Forest Trails', 'Jug Island Trailhead', 'Trans Canada Trail', 'Willingdon Jogging Trail', 'Burnaby lake', 'Southshore Trail', 'Suraci’s Trail']"
Charlesbourg,Quebec,Camping,"['BCRV', 'Anmore Camp & RV Park', 'Muskrat Meadow Outdoor Group Campsite', 'Bishop Creek Marine Campground', 'Montague Provincial Campground (K2 Park Service)', 'Dogwood Campgrounds & RV Park']"
Charlesbourg,Quebec,Cycling,"['Riverview Forest Biking Trails', 'Velo Star Cafe', 'Bikes For All', 'Reckless Shipyards: eBikes, Skis & More!', 'Union Street Cycle', ""Cap's Bicycle Shop"", 'Coal Harbour Bike Rental']"
Charlesbourg,Quebec,Swimming,"['C.G. Brown Memorial Pool', 'Renfrew Park Pool']"
Châteauguay,Quebec,Boating,"['Coal Harbour Marina', 'Ambleside Park | West Vancouver', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Burnaby Fraser Foreshore Park', 'Shelter Island Marina & Boatyard', ""Gord's boat"", 'Quayside Marina']"
Châteauguay,Quebec,Skiing/Snowboarding,"['SilverStar Mountain Resort', 'Baldy Mountain Resort', 'Club Intrawest', 'Mt Seymour Resort', 'Big White Ski Resort', 'Revelstoke Mountain Resort', 'Purden Ski Village', 'Troll Ski Resort', 'Whistler Blackcomb']"
Châteauguay,Quebec,Horse-riding,"['North Shore Equestrian Centre', 'Footnote Farm', 'Valle Vista Stables', 'Conestogo River Horseback Adventures', 'Saddle Peak Trail Rides', 'Trail Riders of the Canadian Rockies']"
Chibougamau,Quebec,Photography,"['Inukshuk', 'Creekside Park', 'Kennedy Falls', 'Guelph Park', 'Bloedel Conservatory', 'Stanley Park', 'VanDusen Botanical Garden', 'Museum of Archaeology & Ethnology', 'Capilano Suspension Bridge Park']"
Chibougamau,Quebec,Fishing,"['Lost Lagoon, Stanley Park', 'Rocky Point Park', ""Lang's Fishing Adventures"", 'Cabin Lake', 'ABF Charters/ Guided Sportfishing/Gibsons BC', 'Rolley Lake Provincial Park', 'Burnaby Lake Regional Park', 'Fraser River Park']"
Chibougamau,Quebec,Rock Climbing,"['Project Climbing Cloverdale', 'Thompson community bouldering', 'Ground Up Climbing Centre']"
Chibougamau,Quebec,Cherry Blossom Viewing,"['Alice Townley Park', 'Queen Elizabeth Park', 'Sunrise Park', 'Prince Edward Park', 'Salsbury Park', 'UBC Botanical Garden', 'Andy Livingstone Park']"
Côte-Saint-Luc,Quebec,Cycling,"['Yes Cycle Bike Rental', 'Tynehead Regional Park', 'Reckless Shipyards: eBikes, Skis & More!', 'Bert Flinn Park', 'Great Explorations', 'Burnaby Velodrome Club', 'Velo Star Cafe', 'Mactalla Cycles', 'HUB Cycling']"
Côte-Saint-Luc,Quebec,Photography,"['Stanley Park', 'Canada Place', 'FlyOver Canada', 'Gastown Steam Clock', 'Digital Orca', 'VanDusen Botanical Garden', 'Inukshuk', 'Sunset Beach Park', 'Guelph Park']"
Côte-Saint-Luc,Quebec,Swimming,"['Killarney Pool', 'Kensington Park Outdoor Pool']"
Côte-Saint-Luc,Quebec,Hiking/Trekking,"['Velodrome Trail', ""Drummond's Walk"", 'Burnaby Mountain walking path']"
Dorval,Quebec,Swimming,"['City Centre Aquatic Complex', 'MacPherson Outdoor Pool', 'Second Beach Swimming Pool', 'Eileen Dailly Leisure Pool & Fitness Centre', 'Templeton Park Pool', 'Propel Swimming Lessons Burnaby', 'Renfrew Park Pool']"
Dorval,Quebec,Hiking/Trekking,"['West Forest Trails', 'Burnaby Mountain walking path', 'Jug Island Trailhead', ""Drummond's Walk"", 'Trail of Hope', 'Willingdon Jogging Trail', 'Glenbrook Ravine Trail', 'Burnaby lake']"
Dorval,Quebec,Mountaineering,"['Say Nuth Khaw Yum Provincial Park', 'Mount Arrowsmith', 'Mt Thom Park', 'Hiking trails & scenic valley views', 'Ammonite Falls', 'Stanley Park', 'Whytecliff Park | West Vancouver', 'Panorama Ridge']"
Dorval,Quebec,Camping,"['Porteau Cove Campground', 'BCRV']"
Dorval,Quebec,Skiing/Snowboarding,"['RED Mountain Resort', 'Cypress Mountain', 'Mt Seymour Resort', 'Grouse Mountain', 'Whistler Blackcomb', 'Mount Cain Alpine Park', 'Phoenix Mountain Ski Area', 'Big White Ski Resort', 'Grouse Mountain']"
Dorval,Quebec,Cycling,"[""Cap's Bicycle Shop"", 'Van City Bikes and Skis', 'Velo Star Cafe', 'Great Explorations', 'Riverview Forest Biking Trails', 'Steed Cycles', 'Tynehead Regional Park', 'Bikes For All', 'Reckless Shipyards: eBikes, Skis & More!']"
Gaspé,Quebec,Photography,"['Capilano Suspension Bridge Park', 'VanDusen Botanical Garden', 'Canada Place']"
Gaspé,Quebec,Cherry Blossom Viewing,"['Devonian Harbour Park', 'Nikkei National Museum & Cultural Centre', 'John Hendry Park (Trout Lake Park)', 'Salsbury Park', 'Vanier Park', 'Mount Pleasant Park', 'Prince Edward Park', 'Stanley Park', 'Andy Livingstone Park']"
Gaspé,Quebec,Canoeing,"['Talaysay Tours', 'Say Nuth Khaw Yum Provincial Park', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Spirit of the West Adventures']"
Gatineau,Quebec,Beach,"['Beach denj', 'Anette Beach', 'New Brighton Beach', 'English Bay Beach', 'Maple Beach', 'Trout Lake Beach']"
Gatineau,Quebec,Fishing,"['Fishing dock', 'Fraser Fishing Adventures', 'Kanaka Creek Regional Park']"
Gatineau,Quebec,Hiking/Trekking,"['Baden Powell Trail', 'Burnaby Mountain Biking and Hiking Trails', 'Central Valley Greenway', 'Velodrome Trail']"
Gatineau,Quebec,Horse-riding,"['Footnote Farm', 'Boundary Ranch']"
Granby,Quebec,Boating,"['Burnaby Fraser Foreshore Park', 'Mosquito Creek Marina', 'Ambleside Park | West Vancouver', 'Cates Park Boat Ramp', 'Shelter Island Marina & Boatyard', 'Westminster Pier Park', 'Coal Harbour Marina', 'Cooper Boating', 'Reed Point Marina']"
Granby,Quebec,Horse-riding,"['Valle Vista Stables', 'Conestogo River Horseback Adventures']"
Granby,Quebec,Swimming,"['MacPherson Outdoor Pool', 'Garden Grove Dr', 'Second Beach Swimming Pool']"
Granby,Quebec,Canoeing,"['Tofino Sea Kayaking', 'Northshore Kayaking', 'Vancouver Seawall', 'Seaward Kayaks', 'Talaysay Tours', 'Pedals & Paddles', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Whytecliff Park | West Vancouver']"
Havre-Saint-Pierre,Quebec,Swimming,"['Kensington Park Outdoor Pool', 'SFU Aquatic Centre', 'Vancouver Aquatic Centre', 'Killarney Pool', 'Blue Mountain Wading Pool', 'Renfrew Park Pool', 'Central Park Outdoor Pool', 'Eileen Dailly Leisure Pool & Fitness Centre', 'Port Coquitlam Leisure Pool']"
Havre-Saint-Pierre,Quebec,Picnic,"['Belcarra Picnic Area', 'Picnic point', 'Central Park Picnic Areas', 'Barnet Marine Park Picnic Areas', 'Bambi Picnic Vancouver', 'Confederation Park Picnic Areas', 'Hume Park', 'Picnic Area', 'Meunch Bar Picnic Area']"
Havre-Saint-Pierre,Quebec,Mountaineering,"['Vancouver Mountain Guides', 'Crown Mountain', 'Vancouver Mountain Guides', 'Pinecone Burke Provincial Park', 'Capilano Suspension Bridge Park', 'Kennedy Falls', 'Mount Arrowsmith', 'Mt Thom Park', 'Hiking trails & scenic valley views']"
Havre-Saint-Pierre,Quebec,Hiking/Trekking,"['Trans Canada Trail', 'Central Valley Greenway']"
Hull,Quebec,Horse-riding,"['Pacific Riding for Developing Abilities', 'Saddle Peak Trail Rides', 'North Shore Equestrian Centre', 'Carousel Canada Equine Riding Centre', 'Farm Ventures']"
Hull,Quebec,Cherry Blossom Viewing,"['Jean Beaty Park', 'Cherry Blossom Garden']"
Hull,Quebec,River Rafting,"['Kumsheen Rafting Resort', 'Hydra River Guides', 'Pangaea River Rafting | Missoula Whitewater Rafting', 'Squamish Rafting Company', 'Osprey Rafting Company', 'River Drifters - White Salmon River Rafting']"
Hull,Quebec,Fishing,"['Whytecliff Park | West Vancouver', 'Lost Lagoon, Stanley Park', 'Fraser Fishing Adventures', 'Fraser River Park', 'Westminster Pier Park', 'CRAB Park', 'Rolley Lake Provincial Park']"
Jonquière,Quebec,Horse-riding,"['Pacific Riding for Developing Abilities', 'Southlands Heritage Farm', 'Farm Ventures', 'Trail Riders of the Canadian Rockies']"
Jonquière,Quebec,Cherry Blossom Viewing,"['Stanley Park', 'Andy Livingstone Park', 'Sunrise Park', 'Greenheart TreeWalk', 'Devonian Harbour Park']"
Jonquière,Quebec,Boating,"['Granville Island Boat Rentals', 'Quayside Marina', 'Cooper Boating', 'BURNABY SAILING ASSOCIATION - Barnet Marine Park']"
Jonquière,Quebec,Skiing/Snowboarding,"['Phoenix Mountain Ski Area', 'Grouse Mountain']"
Jonquière,Quebec,Swimming,"['Propel Swimming Lessons Burnaby', 'Second Beach Swimming Pool', 'Vancouver Aquatic Centre', 'Kerrisdale Pool', 'Port Coquitlam Leisure Pool', 'City Centre Aquatic Complex', 'Garden Grove Dr', 'RONA Coquitlam (Austin)', 'Stan Stronge Pool']"
Kuujjuaq,Quebec,Beach,"['Kitsilano Beach Park', 'Anette Beach', 'Ambleside Beach', 'Buntzen Lake North Beach', 'Sunset Beach Park', 'Spanish Banks Beach', 'Second Beach', 'Beach denj', 'New Brighton Beach']"
Kuujjuaq,Quebec,Camping,"['Bishop Creek Marine Campground', 'Campertunity', 'Klahanie Campground', 'Muskrat Meadow Outdoor Group Campsite']"
Kuujjuaq,Quebec,Swimming,"['City Centre Aquatic Complex', 'RONA Coquitlam (Austin)', 'Renfrew Park Pool', 'Central Park Outdoor Pool', 'Kensington Park Outdoor Pool', 'Eileen Dailly Leisure Pool & Fitness Centre', 'Templeton Park Pool', 'Killarney Pool']"
Kuujjuaq,Quebec,Cherry Blossom Viewing,"['Queen Elizabeth Park', 'Nikkei National Museum & Cultural Centre', 'Cherry Blossom Intersection', 'Devonian Harbour Park']"
Kuujjuaq,Quebec,Fishing,"[""Lang's Fishing Adventures"", 'Whytecliff Park | West Vancouver', 'Stave River', 'Rolley Lake Provincial Park', 'Fraser River Park', 'Lower Pond', 'Rocky Point Park', 'Silversides Fishing Adventures', 'John Hendry Park (Trout Lake Park)']"
Kuujjuaq,Quebec,Boating,"['Heather Civic Marina', 'Mosquito Creek Marina', 'Rocky Point Public Boat Launch', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Bayshore West Marina', 'Coal Harbour Marina', 'Crescent Beach Marina', 'BURNABY SAILING ASSOCIATION - Barnet Marine Park', 'Burnaby Fraser Foreshore Park']"
La Salle,Quebec,Rock Climbing,"['Coastal Climbing Centre', 'Climb Base5 (North Vancouver)']"
La Salle,Quebec,Camping,"['Discover Camping', 'Rolley Lake Provincial Park', 'Montague Provincial Campground (K2 Park Service)', ""Girl Guides of Canada - Woodward's Landing Campground"", 'Dogwood Campgrounds & RV Park', 'Capilano River RV Park', ""Raven's Nest Outdoor Group Campsite"", 'Porteau Cove Campground', 'British Columbia Lodging & Campgrounds Association']"
La Salle,Quebec,Mountaineering,"['Pinecone Burke Provincial Park', 'Hiking trails & scenic valley views', 'Mt Thom Park', 'Cheam Peak', 'Crown Mountain', 'Grouse Grind Trail', 'Panorama Ridge']"
La Salle,Quebec,Canoeing,"['Tofino Sea Kayaking', 'Seaward Kayaks', 'Northshore Kayaking', 'Kanaka Creek Regional Park', 'Pedals & Paddles', 'Creekside Kayaks at Dragon Boat BC', 'North Island Kayak']"
La Salle,Quebec,Swimming,"['Blue Mountain Wading Pool', 'Port Coquitlam Leisure Pool', 'Templeton Park Pool', 'Renfrew Park Pool', 'Propel Swimming Lessons Burnaby', 'Kerrisdale Pool']"
La Tuque,Quebec,Swimming,"['C.G. Brown Memorial Pool', 'Wading Pool', 'Central Park Outdoor Pool', 'RONA Coquitlam (Austin)', 'Kensington Park Outdoor Pool', 'Renfrew Park Pool', 'Blue Mountain Wading Pool']"
La Tuque,Quebec,Horse-riding,"['Southlands Heritage Farm', 'Inspire horsemanship']"
La Tuque,Quebec,Boating,"['Cooper Boating', ""Gord's boat"", 'Burnaby Fraser Foreshore Park', 'Shelter Island Marina & Boatyard', '2nd Launch boat', 'Heather Civic Marina', 'Rocky Point Public Boat Launch', 'Bayshore West Marina', 'Quayside Marina']"
La Tuque,Quebec,Fishing,"['Stave River', 'Deer Lake Park', 'Lost Lagoon, Stanley Park']"
La Tuque,Quebec,Beach,"['Pebbly Beach', 'Second Beach', 'Spanish Banks Beach', 'Anette Beach', 'Trout Lake Beach', 'Maple Beach']"
La Tuque,Quebec,Picnic,"['Jack`s Burn picnic area', 'Bambi Picnic Vancouver', 'Guelph Park', 'Covered Area']"
Lachine,Quebec,Skiing/Snowboarding,"['Big White Ski Resort', 'Whistler Blackcomb', 'Whistler Blackcomb', 'SilverStar Mountain Resort', 'Revelstoke Mountain Resort', 'Fortress Ski Area']"
Lachine,Quebec,Cycling,"[""Cap's Electric Bike Centre"", 'Bert Flinn Park', 'Van City Bikes and Skis', 'Coal Harbour Bike Rental', 'Velo Star Cafe']"
Lachine,Quebec,Cherry Blossom Viewing,"['Cherry Blossom Intersection', 'Jean Beaty Park', 'Prince Edward Park', 'Salsbury Park']"
Lachine,Quebec,Photography,"['Canada Place', 'Museum of Archaeology & Ethnology', 'Capilano Suspension Bridge Park', 'FlyOver Canada', 'Guelph Park', 'Equinox Gallery']"
Lachine,Quebec,Beach,"['Sunset Beach Park', 'Second Beach', 'Parkside Beach', 'White Pine Beach', 'Kitsilano Beach Park', 'Beach denj', 'Spanish Banks Beach Park', 'Locarno Beach', 'English Bay Beach']"
Laval,Quebec,Photography,"['Guelph Park', 'FlyOver Canada', 'Sunset Beach Park', 'Equinox Gallery', 'Gastown Steam Clock', 'Lighthouse Park | West Vancouver']"
Laval,Quebec,Cycling,"['Van City Bikes and Skis', ""Cap's Electric Bike Centre"", 'Velo Star Cafe', 'Burnaby Mountain Bike Skills Facility']"
Laval,Quebec,River Rafting,"['Interior Whitewater Expeditions Ltd', 'Kumsheen Rafting Resort', 'Wet Planet Rafting and Kayaking', 'Winding Waters River Expeditions', 'Adams River Rafting Ltd']"
Laval,Quebec,Hiking/Trekking,"['Baden Powell Trail', 'Suraci’s Trail', 'Burnaby Mountain walking path', 'Burnaby Mountain Conservation Area', 'Trail of Hope', 'Burnaby lake', 'Southshore Trail', 'Willingdon Jogging Trail', 'South Side Trail']"
Laval,Quebec,Mountaineering,"['Hiking trails & scenic valley views', 'West Lion', 'Rocky Mountaineer Station', 'Capilano Suspension Bridge Park']"
Laval,Quebec,Picnic,"['Picnic Area', 'Picnic Pavilion', 'Barnet Marine Park Picnic Areas', 'Jack`s Burn picnic area', 'Covered Area', 'Central Park Picnic Areas', 'Belcarra Picnic Area', 'Burnaby Fraser Foreshore Park Picnic Areas']"
Lévis,Quebec,Rock Climbing,"['Canada West Mountain School', 'Vancouver Mountain Guides', 'Climb Base5 (North Vancouver)', 'SFU Climbing Wall', 'The Hive Bouldering Gym', 'Ground Up Climbing Centre', 'Vancouver Climbers Association', 'The Hive Climbing and Fitness']"
Lévis,Quebec,Boating,"['Quayside Marina', 'Cooper Boating']"
